month,duration,previous,poutcome,emp.var.rate,euribor3m,nr.employed,price
1.0,164.0,0.0,0.0,1.4,4.967,5228.1,0
2.0,185.0,0.0,0.0,1.4,4.963,5228.1,0
3.0,158.0,0.0,0.0,1.4,4.966,5228.1,0
1.0,65.0,0.0,0.0,1.4,4.864,5228.1,0
3.0,341.0,1.0,2.0,-1.7,0.898,4991.6,1
0.0,373.0,0.0,0.0,1.1,4.858,5191.0,0
3.0,184.0,0.0,0.0,1.4,4.964,5228.1,0
1.0,206.0,1.0,1.0,-2.9,1.266,5076.2,0
8.0,405.0,0.0,0.0,-1.8,1.415,5099.1,1
3.0,535.0,0.0,0.0,1.4,4.964,5228.1,0
0.0,612.0,0.0,0.0,-1.8,1.313,5099.1,0
5.0,426.0,1.0,1.0,-0.1,4.12,5195.8,0
0.0,74.0,0.0,0.0,1.1,4.86,5191.0,0
3.0,231.0,0.0,0.0,1.4,4.966,5228.1,0
2.0,125.0,0.0,0.0,1.4,4.963,5228.1,0
1.0,125.0,0.0,0.0,-2.9,1.26,5076.2,0
8.0,405.0,0.0,0.0,-1.8,1.445,5099.1,0
0.0,87.0,0.0,0.0,-1.8,1.291,5099.1,0
0.0,224.0,0.0,0.0,-1.8,1.27,5099.1,0
5.0,362.0,0.0,0.0,-0.1,4.021,5195.8,0
0.0,156.0,0.0,0.0,-1.8,1.313,5099.1,0
3.0,270.0,0.0,0.0,1.4,4.965,5228.1,0
0.0,68.0,0.0,0.0,-1.8,1.266,5099.1,0
3.0,102.0,0.0,0.0,1.4,4.963,5228.1,0
0.0,266.0,0.0,0.0,1.1,4.855,5191.0,0
0.0,850.0,0.0,0.0,1.1,4.86,5191.0,0
0.0,143.0,0.0,0.0,1.1,4.855,5191.0,0
1.0,178.0,0.0,0.0,1.4,4.96,5228.1,0
0.0,318.0,0.0,0.0,-1.8,1.266,5099.1,0
0.0,138.0,0.0,0.0,1.1,4.86,5191.0,0
5.0,180.0,1.0,1.0,-0.1,4.153,5195.8,0
5.0,643.0,0.0,0.0,-3.4,0.714,5017.5,0
7.0,3076.0,0.0,0.0,-1.8,1.64,5099.1,1
3.0,241.0,0.0,0.0,1.4,4.968,5228.1,0
5.0,119.0,1.0,2.0,-0.1,4.286,5195.8,0
5.0,348.0,0.0,0.0,-0.1,4.021,5195.8,0
0.0,768.0,0.0,0.0,1.1,4.856,5191.0,0
0.0,458.0,0.0,0.0,-1.8,1.327,5099.1,0
3.0,263.0,0.0,0.0,1.4,4.964,5228.1,0
3.0,69.0,0.0,0.0,1.4,4.964,5228.1,0
2.0,81.0,0.0,0.0,1.4,4.961,5228.1,0
1.0,263.0,2.0,1.0,-1.7,0.767,4991.6,1
0.0,274.0,0.0,0.0,-1.8,1.299,5099.1,0
0.0,800.0,0.0,0.0,-1.8,1.25,5099.1,0
0.0,1147.0,0.0,0.0,1.1,4.857,5191.0,0
5.0,82.0,1.0,2.0,-0.1,4.021,5195.8,0
3.0,97.0,0.0,0.0,1.4,4.963,5228.1,0
1.0,86.0,0.0,0.0,1.4,4.967,5228.1,0
0.0,412.0,0.0,0.0,1.1,4.858,5191.0,1
0.0,483.0,0.0,0.0,-1.8,0.682,5008.7,1
1.0,510.0,0.0,0.0,-2.9,1.26,5076.2,1
0.0,107.0,0.0,0.0,1.1,4.856,5191.0,0
0.0,257.0,0.0,0.0,1.1,4.86,5191.0,0
2.0,194.0,0.0,0.0,-1.7,0.827,4991.6,0
4.0,138.0,0.0,0.0,-1.1,0.965,4963.6,0
0.0,214.0,1.0,1.0,-1.8,1.299,5099.1,0
3.0,84.0,0.0,0.0,1.4,4.964,5228.1,0
0.0,387.0,0.0,0.0,-1.8,1.266,5099.1,0
1.0,108.0,0.0,0.0,1.4,4.961,5228.1,0
5.0,89.0,1.0,1.0,-0.1,4.076,5195.8,0
0.0,348.0,0.0,0.0,1.1,4.86,5191.0,0
5.0,193.0,0.0,0.0,-0.1,4.12,5195.8,0
0.0,418.0,0.0,0.0,1.1,4.856,5191.0,0
8.0,436.0,0.0,0.0,-1.8,1.405,5099.1,0
3.0,80.0,0.0,0.0,1.4,4.966,5228.1,0
2.0,502.0,0.0,0.0,1.4,4.961,5228.1,0
2.0,138.0,0.0,0.0,1.4,4.963,5228.1,0
1.0,166.0,0.0,0.0,1.4,4.961,5228.1,0
8.0,98.0,0.0,0.0,-1.8,1.405,5099.1,0
9.0,120.0,3.0,2.0,-1.1,0.883,4963.6,0
2.0,215.0,0.0,0.0,1.4,4.963,5228.1,0
3.0,91.0,0.0,0.0,1.4,4.966,5228.1,0
8.0,160.0,0.0,0.0,-1.8,1.4,5099.1,1
5.0,169.0,0.0,0.0,-0.1,4.12,5195.8,0
0.0,242.0,0.0,0.0,1.1,4.864,5191.0,0
0.0,67.0,0.0,0.0,1.1,4.864,5191.0,0
0.0,245.0,0.0,0.0,-1.8,1.291,5099.1,0
1.0,191.0,0.0,0.0,1.4,4.961,5228.1,0
0.0,176.0,0.0,0.0,1.1,4.855,5191.0,0
3.0,310.0,0.0,0.0,1.4,4.965,5228.1,0
3.0,114.0,0.0,0.0,1.4,4.963,5228.1,0
5.0,526.0,0.0,0.0,-0.1,4.021,5195.8,0
0.0,399.0,0.0,0.0,1.1,4.857,5191.0,0
9.0,255.0,1.0,2.0,-1.1,0.882,4963.6,1
4.0,317.0,3.0,2.0,-1.1,0.977,4963.6,0
5.0,131.0,0.0,0.0,-3.4,0.722,5017.5,0
8.0,240.0,1.0,1.0,-1.8,1.365,5099.1,1
2.0,13.0,0.0,0.0,1.4,4.968,5228.1,0
2.0,165.0,0.0,0.0,1.4,4.968,5228.1,0
1.0,1994.0,0.0,0.0,1.4,4.967,5228.1,0
0.0,220.0,0.0,0.0,1.1,4.857,5191.0,0
0.0,489.0,0.0,0.0,1.1,4.856,5191.0,0
0.0,57.0,0.0,0.0,1.1,4.857,5191.0,0
0.0,208.0,0.0,0.0,-1.8,1.244,5099.1,0
3.0,796.0,0.0,0.0,1.4,4.966,5228.1,1
5.0,285.0,0.0,0.0,-0.1,4.12,5195.8,0
3.0,64.0,0.0,0.0,1.4,4.968,5228.1,0
2.0,185.0,0.0,0.0,1.4,4.963,5228.1,0
0.0,192.0,0.0,0.0,1.1,4.858,5191.0,0
5.0,124.0,1.0,1.0,-0.1,4.191,5195.8,0
2.0,125.0,0.0,0.0,1.4,4.963,5228.1,0
0.0,317.0,0.0,0.0,1.1,4.857,5191.0,0
3.0,106.0,0.0,0.0,1.4,4.965,5228.1,0
1.0,138.0,0.0,0.0,1.4,4.962,5228.1,0
2.0,215.0,0.0,0.0,1.4,4.962,5228.1,0
3.0,50.0,0.0,0.0,1.4,4.964,5228.1,0
3.0,224.0,0.0,0.0,1.4,4.963,5228.1,0
2.0,136.0,0.0,0.0,1.4,4.963,5228.1,0
5.0,173.0,0.0,0.0,-0.1,4.076,5195.8,0
3.0,140.0,0.0,0.0,1.4,4.963,5228.1,0
2.0,268.0,0.0,0.0,-1.7,0.899,4991.6,1
4.0,2429.0,0.0,0.0,-0.1,5.0,5195.8,0
2.0,293.0,0.0,0.0,1.4,4.958,5228.1,0
2.0,24.0,0.0,0.0,1.4,4.96,5228.1,0
0.0,151.0,0.0,0.0,1.1,4.858,5191.0,0
0.0,638.0,1.0,2.0,-1.8,1.266,5099.1,0
8.0,92.0,0.0,0.0,-1.8,1.405,5099.1,0
2.0,86.0,0.0,0.0,1.4,4.968,5228.1,0
0.0,319.0,0.0,0.0,1.1,4.857,5191.0,0
2.0,90.0,0.0,0.0,1.4,4.957,5228.1,0
1.0,349.0,0.0,0.0,1.4,4.961,5228.1,0
0.0,106.0,0.0,0.0,1.1,4.86,5191.0,0
4.0,187.0,0.0,0.0,-0.1,4.968,5195.8,1
2.0,78.0,0.0,0.0,1.4,4.962,5228.1,0
5.0,578.0,0.0,0.0,-0.1,4.12,5195.8,0
0.0,290.0,0.0,0.0,1.1,4.857,5191.0,0
4.0,287.0,0.0,0.0,-3.4,0.735,5017.5,1
1.0,67.0,0.0,0.0,1.4,4.958,5228.1,0
2.0,195.0,0.0,0.0,1.4,4.961,5228.1,0
0.0,39.0,0.0,0.0,1.1,4.857,5191.0,0
1.0,15.0,0.0,0.0,1.4,4.959,5228.1,0
1.0,174.0,0.0,0.0,-2.9,1.26,5076.2,1
1.0,435.0,0.0,0.0,1.4,4.959,5228.1,0
0.0,219.0,0.0,0.0,-1.8,1.327,5099.1,0
9.0,230.0,2.0,2.0,-3.4,0.803,5017.5,1
0.0,76.0,0.0,0.0,1.1,4.857,5191.0,0
2.0,160.0,0.0,0.0,1.4,4.968,5228.1,0
1.0,472.0,1.0,1.0,-1.7,0.72,4991.6,0
0.0,17.0,0.0,0.0,-1.8,1.266,5099.1,0
3.0,129.0,0.0,0.0,1.4,4.964,5228.1,0
0.0,195.0,0.0,0.0,1.1,4.857,5191.0,0
2.0,371.0,0.0,0.0,1.4,4.96,5228.1,0
2.0,662.0,0.0,0.0,1.4,4.957,5228.1,0
1.0,126.0,1.0,1.0,-2.9,1.262,5076.2,0
2.0,117.0,0.0,0.0,1.4,4.961,5228.1,0
0.0,71.0,0.0,0.0,1.1,4.86,5191.0,0
0.0,195.0,0.0,0.0,-1.8,1.25,5099.1,0
2.0,564.0,0.0,0.0,1.4,4.96,5228.1,0
8.0,692.0,0.0,0.0,-1.8,1.415,5099.1,0
0.0,186.0,1.0,1.0,-1.8,1.313,5099.1,0
3.0,5.0,1.0,1.0,-1.7,0.891,4991.6,0
0.0,243.0,0.0,0.0,1.1,4.859,5191.0,0
1.0,464.0,0.0,0.0,1.4,4.865,5228.1,0
0.0,278.0,0.0,0.0,-1.8,1.291,5099.1,0
0.0,230.0,0.0,0.0,1.1,4.859,5191.0,0
2.0,139.0,0.0,0.0,1.4,4.957,5228.1,0
0.0,37.0,0.0,0.0,1.1,4.856,5191.0,0
2.0,75.0,0.0,0.0,1.4,4.957,5228.1,0
9.0,72.0,0.0,0.0,-3.4,0.809,5017.5,0
1.0,180.0,0.0,0.0,1.4,4.967,5228.1,0
1.0,267.0,0.0,0.0,1.4,4.961,5228.1,0
8.0,179.0,0.0,0.0,-1.8,1.41,5099.1,0
3.0,671.0,0.0,0.0,1.4,4.963,5228.1,0
2.0,255.0,0.0,0.0,1.4,4.963,5228.1,0
5.0,242.0,1.0,1.0,-0.1,4.153,5195.8,0
0.0,290.0,0.0,0.0,1.1,4.864,5191.0,1
0.0,573.0,1.0,1.0,-1.8,1.281,5099.1,0
3.0,107.0,0.0,0.0,1.4,4.968,5228.1,0
3.0,205.0,0.0,0.0,1.4,4.968,5228.1,0
0.0,438.0,0.0,0.0,1.1,4.86,5191.0,0
0.0,801.0,1.0,1.0,-1.8,1.244,5099.1,1
2.0,117.0,0.0,0.0,1.4,4.961,5228.1,0
0.0,24.0,0.0,0.0,-1.8,1.266,5099.1,0
1.0,402.0,0.0,0.0,1.4,4.959,5228.1,0
3.0,174.0,0.0,0.0,1.4,4.97,5228.1,0
2.0,85.0,0.0,0.0,1.4,4.961,5228.1,0
2.0,42.0,0.0,0.0,1.4,4.962,5228.1,0
2.0,237.0,0.0,0.0,1.4,4.961,5228.1,0
3.0,106.0,0.0,0.0,1.4,4.965,5228.1,0
1.0,17.0,0.0,0.0,1.4,4.959,5228.1,0
2.0,93.0,0.0,0.0,1.4,4.957,5228.1,0
0.0,558.0,0.0,0.0,1.1,4.86,5191.0,0
0.0,226.0,0.0,0.0,1.1,4.856,5191.0,0
2.0,309.0,0.0,0.0,1.4,4.958,5228.1,0
2.0,474.0,0.0,0.0,1.4,4.957,5228.1,1
5.0,232.0,0.0,0.0,-0.1,4.021,5195.8,0
6.0,824.0,2.0,2.0,-3.0,0.706,5023.5,1
8.0,42.0,0.0,0.0,-1.8,1.405,5099.1,0
0.0,246.0,0.0,0.0,1.1,4.855,5191.0,0
3.0,54.0,0.0,0.0,1.4,4.962,5228.1,0
3.0,93.0,0.0,0.0,1.4,4.964,5228.1,0
0.0,39.0,1.0,2.0,-1.8,1.281,5099.1,0
3.0,603.0,0.0,0.0,1.4,4.966,5228.1,0
0.0,90.0,0.0,0.0,1.1,4.857,5191.0,0
0.0,169.0,1.0,1.0,-1.8,1.266,5099.1,0
1.0,197.0,0.0,0.0,1.4,4.967,5228.1,0
1.0,145.0,0.0,0.0,-2.9,1.262,5076.2,0
3.0,329.0,4.0,1.0,-1.7,0.904,4991.6,0
5.0,459.0,0.0,0.0,-0.1,4.076,5195.8,0
0.0,379.0,0.0,0.0,1.1,4.857,5191.0,0
0.0,122.0,0.0,0.0,1.1,4.856,5191.0,0
1.0,15.0,0.0,0.0,-1.7,0.742,4991.6,0
0.0,134.0,0.0,0.0,1.1,4.857,5191.0,0
5.0,184.0,1.0,1.0,-0.1,4.076,5195.8,0
0.0,54.0,0.0,0.0,1.1,4.86,5191.0,0
5.0,931.0,0.0,0.0,-0.1,4.076,5195.8,1
5.0,135.0,0.0,0.0,-0.1,4.12,5195.8,0
1.0,644.0,0.0,0.0,1.4,4.96,5228.1,0
5.0,505.0,0.0,0.0,-0.1,4.021,5195.8,0
5.0,814.0,0.0,0.0,-0.1,4.12,5195.8,1
1.0,274.0,0.0,0.0,1.4,4.967,5228.1,0
0.0,174.0,0.0,0.0,1.1,4.856,5191.0,0
0.0,112.0,0.0,0.0,1.1,4.856,5191.0,0
0.0,1218.0,0.0,0.0,1.1,4.858,5191.0,1
3.0,348.0,0.0,0.0,1.4,4.966,5228.1,0
0.0,588.0,0.0,0.0,1.1,4.857,5191.0,1
0.0,59.0,0.0,0.0,1.1,4.858,5191.0,0
3.0,20.0,0.0,0.0,1.4,4.963,5228.1,0
2.0,353.0,0.0,0.0,1.4,4.96,5228.1,0
1.0,124.0,0.0,0.0,1.4,4.958,5228.1,0
2.0,49.0,0.0,0.0,1.4,4.962,5228.1,0
5.0,61.0,1.0,1.0,-0.1,4.191,5195.8,0
0.0,51.0,0.0,0.0,-1.8,1.25,5099.1,0
2.0,112.0,0.0,0.0,1.4,4.962,5228.1,0
1.0,436.0,1.0,2.0,-2.9,1.26,5076.2,1
2.0,452.0,0.0,0.0,1.4,4.966,5228.1,0
7.0,167.0,0.0,0.0,-1.8,1.757,5099.1,0
0.0,108.0,0.0,0.0,1.1,4.857,5191.0,0
2.0,347.0,0.0,0.0,1.4,4.963,5228.1,0
1.0,137.0,0.0,0.0,-2.9,1.268,5076.2,0
0.0,104.0,0.0,0.0,1.1,4.864,5191.0,0
0.0,548.0,0.0,0.0,-1.8,1.313,5099.1,0
3.0,281.0,0.0,0.0,1.4,4.967,5228.1,0
5.0,20.0,0.0,0.0,-0.1,4.076,5195.8,0
2.0,188.0,0.0,0.0,1.4,4.96,5228.1,0
0.0,129.0,0.0,0.0,1.1,4.857,5191.0,0
0.0,107.0,0.0,0.0,-1.8,1.281,5099.1,0
7.0,210.0,0.0,0.0,-1.8,1.51,5099.1,0
1.0,87.0,0.0,0.0,1.4,4.959,5228.1,0
1.0,193.0,0.0,0.0,1.4,4.967,5228.1,0
3.0,79.0,2.0,1.0,-2.9,0.881,5076.2,0
6.0,415.0,2.0,1.0,-3.0,0.717,5023.5,1
1.0,86.0,0.0,0.0,1.4,4.866,5228.1,0
5.0,110.0,0.0,0.0,-0.1,4.153,5195.8,0
0.0,158.0,0.0,0.0,1.1,4.857,5191.0,0
0.0,99.0,0.0,0.0,1.1,4.857,5191.0,0
5.0,77.0,0.0,0.0,-0.1,4.021,5195.8,0
0.0,219.0,0.0,0.0,-1.8,1.334,5099.1,0
0.0,89.0,0.0,0.0,1.1,4.858,5191.0,0
0.0,114.0,0.0,0.0,1.1,4.857,5191.0,0
2.0,367.0,0.0,0.0,1.4,4.957,5228.1,1
5.0,221.0,0.0,0.0,-0.1,4.021,5195.8,0
3.0,443.0,2.0,1.0,-1.7,0.886,4991.6,1
2.0,87.0,0.0,0.0,1.4,4.962,5228.1,0
5.0,140.0,1.0,1.0,-3.4,0.715,5017.5,0
0.0,128.0,0.0,0.0,-1.8,1.313,5099.1,0
3.0,161.0,1.0,1.0,-2.9,0.884,5076.2,1
3.0,1398.0,0.0,0.0,-2.9,0.883,5076.2,0
0.0,96.0,0.0,0.0,1.1,4.856,5191.0,0
1.0,122.0,0.0,0.0,1.4,4.961,5228.1,0
4.0,306.0,1.0,2.0,-3.4,0.733,5017.5,1
0.0,162.0,0.0,0.0,-1.8,1.266,5099.1,0
8.0,512.0,0.0,0.0,-1.8,1.415,5099.1,1
3.0,293.0,2.0,2.0,-2.9,0.873,5076.2,1
5.0,456.0,1.0,1.0,-0.1,4.021,5195.8,0
2.0,388.0,1.0,2.0,-1.7,0.896,4991.6,1
0.0,45.0,0.0,0.0,-1.8,1.25,5099.1,0
5.0,593.0,0.0,0.0,-0.1,4.076,5195.8,1
0.0,125.0,0.0,0.0,1.1,4.857,5191.0,0
5.0,690.0,0.0,0.0,-0.1,4.12,5195.8,0
3.0,519.0,0.0,0.0,1.4,4.964,5228.1,1
2.0,156.0,0.0,0.0,1.4,4.963,5228.1,0
3.0,27.0,0.0,0.0,1.4,4.964,5228.1,0
0.0,165.0,0.0,0.0,-1.8,1.244,5099.1,0
5.0,493.0,1.0,1.0,-0.1,4.076,5195.8,1
7.0,236.0,0.0,0.0,-1.8,1.602,5099.1,0
8.0,48.0,0.0,0.0,-1.8,1.415,5099.1,0
2.0,158.0,0.0,0.0,1.4,4.962,5228.1,0
3.0,203.0,3.0,2.0,-1.7,0.904,4991.6,1
0.0,511.0,0.0,0.0,1.1,4.857,5191.0,0
0.0,174.0,0.0,0.0,-1.8,1.313,5099.1,0
0.0,213.0,0.0,0.0,1.1,4.857,5191.0,0
0.0,166.0,0.0,0.0,1.1,4.858,5191.0,0
5.0,208.0,0.0,0.0,-0.1,4.12,5195.8,0
4.0,189.0,4.0,2.0,-1.1,1.032,4963.6,0
0.0,455.0,0.0,0.0,1.1,4.86,5191.0,0
5.0,661.0,0.0,0.0,-0.1,4.12,5195.8,0
8.0,465.0,0.0,0.0,-1.8,1.453,5099.1,1
1.0,39.0,0.0,0.0,1.4,4.959,5228.1,0
0.0,294.0,0.0,0.0,-1.8,1.281,5099.1,0
2.0,1165.0,0.0,0.0,1.4,4.963,5228.1,0
0.0,188.0,0.0,0.0,1.1,4.856,5191.0,0
0.0,983.0,0.0,0.0,-1.8,1.327,5099.1,1
5.0,47.0,0.0,0.0,-0.1,4.12,5195.8,0
3.0,178.0,0.0,0.0,1.4,4.964,5228.1,0
3.0,167.0,0.0,0.0,-2.9,0.884,5076.2,1
1.0,263.0,0.0,0.0,-2.9,1.268,5076.2,0
2.0,215.0,0.0,0.0,1.4,4.961,5228.1,0
0.0,786.0,0.0,0.0,-1.8,1.266,5099.1,1
0.0,104.0,0.0,0.0,1.1,4.859,5191.0,0
2.0,226.0,0.0,0.0,1.4,4.962,5228.1,0
2.0,299.0,0.0,0.0,1.4,4.96,5228.1,0
2.0,136.0,0.0,0.0,1.4,4.962,5228.1,0
3.0,24.0,0.0,0.0,1.4,4.962,5228.1,0
5.0,151.0,0.0,0.0,-0.1,4.076,5195.8,0
0.0,68.0,0.0,0.0,1.1,4.857,5191.0,0
0.0,188.0,0.0,0.0,1.1,4.857,5191.0,0
5.0,139.0,0.0,0.0,-0.1,4.12,5195.8,0
1.0,136.0,0.0,0.0,1.4,4.865,5228.1,0
1.0,112.0,0.0,0.0,1.4,4.967,5228.1,0
2.0,129.0,0.0,0.0,1.4,4.961,5228.1,0
5.0,140.0,1.0,1.0,-0.1,4.153,5195.8,0
0.0,114.0,0.0,0.0,-1.8,1.244,5099.1,0
0.0,179.0,0.0,0.0,1.1,4.857,5191.0,0
0.0,109.0,0.0,0.0,1.1,4.86,5191.0,0
3.0,107.0,0.0,0.0,1.4,4.963,5228.1,0
0.0,146.0,0.0,0.0,1.1,4.857,5191.0,0
0.0,560.0,0.0,0.0,1.1,4.857,5191.0,0
9.0,281.0,1.0,1.0,-1.1,0.884,4963.6,0
0.0,406.0,0.0,0.0,1.1,4.856,5191.0,0
0.0,240.0,0.0,0.0,1.1,4.857,5191.0,0
1.0,174.0,0.0,0.0,1.4,4.961,5228.1,0
1.0,92.0,0.0,0.0,1.4,4.967,5228.1,0
0.0,1254.0,1.0,1.0,-1.8,1.327,5099.1,0
2.0,55.0,0.0,0.0,1.4,4.968,5228.1,0
0.0,698.0,1.0,1.0,-1.8,1.281,5099.1,1
3.0,86.0,0.0,0.0,1.4,4.964,5228.1,0
5.0,307.0,0.0,0.0,-0.1,4.153,5195.8,0
1.0,29.0,0.0,0.0,1.4,4.864,5228.1,0
1.0,163.0,1.0,1.0,-2.9,1.262,5076.2,0
2.0,270.0,0.0,0.0,1.4,4.961,5228.1,0
2.0,137.0,0.0,0.0,1.4,4.962,5228.1,0
0.0,106.0,0.0,0.0,1.1,4.857,5191.0,0
7.0,105.0,0.0,0.0,-1.8,0.646,5008.7,0
0.0,110.0,0.0,0.0,1.1,4.856,5191.0,0
3.0,371.0,0.0,0.0,-2.9,0.873,5076.2,0
2.0,134.0,0.0,0.0,1.4,4.961,5228.1,0
8.0,44.0,0.0,0.0,-1.8,1.405,5099.1,0
0.0,103.0,0.0,0.0,1.1,4.855,5191.0,0
5.0,356.0,0.0,0.0,-0.1,4.12,5195.8,0
4.0,171.0,0.0,0.0,-0.1,4.827,5195.8,1
3.0,1834.0,0.0,0.0,1.4,4.968,5228.1,0
0.0,132.0,0.0,0.0,1.1,4.859,5191.0,0
1.0,673.0,0.0,0.0,-2.9,1.262,5076.2,0
3.0,226.0,0.0,0.0,1.4,4.964,5228.1,0
5.0,256.0,0.0,0.0,-0.1,4.191,5195.8,0
5.0,108.0,0.0,0.0,-0.1,4.153,5195.8,0
5.0,94.0,0.0,0.0,-0.1,4.12,5195.8,0
0.0,72.0,0.0,0.0,1.1,4.858,5191.0,0
0.0,15.0,0.0,0.0,-1.8,1.299,5099.1,0
2.0,149.0,0.0,0.0,1.4,4.963,5228.1,0
0.0,103.0,0.0,0.0,1.1,4.856,5191.0,0
7.0,85.0,0.0,0.0,-1.8,1.663,5099.1,0
1.0,342.0,0.0,0.0,1.4,4.96,5228.1,0
3.0,63.0,0.0,0.0,1.4,4.966,5228.1,0
0.0,254.0,0.0,0.0,1.1,4.859,5191.0,0
5.0,35.0,0.0,0.0,-0.1,4.076,5195.8,0
1.0,240.0,0.0,0.0,1.4,4.866,5228.1,0
0.0,643.0,0.0,0.0,-1.8,1.327,5099.1,0
8.0,949.0,0.0,0.0,-1.8,1.365,5099.1,1
1.0,138.0,0.0,0.0,1.4,4.864,5228.1,0
5.0,2453.0,0.0,0.0,-0.1,4.076,5195.8,1
4.0,898.0,2.0,2.0,-1.1,1.008,4963.6,1
3.0,481.0,4.0,1.0,-1.7,0.899,4991.6,1
0.0,234.0,1.0,1.0,-1.8,1.281,5099.1,0
8.0,238.0,0.0,0.0,-1.8,1.405,5099.1,0
0.0,202.0,1.0,1.0,-1.8,1.299,5099.1,0
0.0,171.0,0.0,0.0,-1.8,1.313,5099.1,0
3.0,184.0,0.0,0.0,-2.9,0.851,5076.2,1
3.0,122.0,0.0,0.0,1.4,4.963,5228.1,0
5.0,163.0,1.0,1.0,-0.1,4.191,5195.8,0
0.0,143.0,1.0,1.0,-1.8,1.266,5099.1,0
0.0,215.0,0.0,0.0,1.1,4.858,5191.0,0
5.0,296.0,0.0,0.0,-0.1,4.021,5195.8,0
2.0,198.0,0.0,0.0,-1.7,0.846,4991.6,1
2.0,312.0,0.0,0.0,1.4,4.96,5228.1,0
2.0,154.0,0.0,0.0,1.4,4.963,5228.1,0
0.0,251.0,0.0,0.0,-1.8,1.334,5099.1,0
0.0,80.0,1.0,1.0,-1.8,1.266,5099.1,0
0.0,130.0,0.0,0.0,1.1,4.857,5191.0,0
4.0,251.0,1.0,1.0,-1.1,0.977,4963.6,0
0.0,113.0,0.0,0.0,-1.8,1.327,5099.1,0
0.0,212.0,1.0,1.0,-1.8,1.291,5099.1,0
5.0,448.0,0.0,0.0,-0.1,4.12,5195.8,0
0.0,181.0,0.0,0.0,1.1,4.858,5191.0,0
0.0,240.0,0.0,0.0,-1.8,1.291,5099.1,0
2.0,221.0,0.0,0.0,1.4,4.96,5228.1,0
1.0,89.0,0.0,0.0,1.4,4.959,5228.1,0
1.0,322.0,1.0,2.0,-2.9,1.26,5076.2,1
3.0,307.0,0.0,0.0,1.4,4.97,5228.1,0
2.0,97.0,0.0,0.0,1.4,4.962,5228.1,0
0.0,54.0,0.0,0.0,-1.8,1.244,5099.1,0
0.0,308.0,0.0,0.0,1.1,4.855,5191.0,0
0.0,133.0,0.0,0.0,1.1,4.856,5191.0,0
